Propossal ID,Programme Name,Sub-Programme,Supplement,Lead Applicant,ORCID ID,Research Body,Research Body ROR ID,Funder Name,Funder ROR ID,Propossal title,Start Date,End Date,Current Total Commitment,Discipline
CHISTERA/2025/001,Challenges in Information and Communication Sciences & Technologies ERA-NET (CHIST-ERA),,,Viet Quoc Pham,https://orcid.org/0000-0002-9485-9216,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Research Ireland,https://ror.org/010t7sr36,Reliable Distributed Learning and Smart Contract assisted Digital Ecosystems (SHIELD),01/09/2025,31/08/2028,"€160,700.00",STEM
CHISTERA/2025/002,Challenges in Information and Communication Sciences & Technologies ERA-NET (CHIST-ERA),,,Sheila Castilho,https://orcid.org/0000-0002-8416-6555,Dublin City University (DCU),https://ror.org/04a1a1e81,Research Ireland,https://ror.org/010t7sr36,Open Science Communication through AI in EU Languages (OSCAIL),05/01/2026,30/04/2029,"€133,293.00",STEM
CHISTERA/2025/003,Challenges in Information and Communication Sciences & Technologies ERA-NET (CHIST-ERA),,,Vicent Briva Iglesias,https://orcid.org/0000-0001-8525-2677,Dublin City University (DCU),https://ror.org/04a1a1e81,Research Ireland,https://ror.org/010t7sr36,Terminology-Aware Machine Translation for Accessible Science (TaMTAS),12/01/2026,11/01/2029,"€133,257.00",STEM
COALESCE/2024/2049,Collaborative Alliances for Societal Challenges (COALESCE),,,Barry Cannon,https://orcid.org/0000000252056634,Maynooth University (MU),https://ror.org/048nfjm95,Research Ireland,https://ror.org/010t7sr36,"Liberalism’s Shadow: Content, Impact and Response to Far Right discourse affecting racialised minorities, asylum seekers and refugees, LGBTQI+, women’s rights and working class communities during the 2024/25 electoral cycle in Ireland.",01/09/2024,01/09/2026,"€175,808.00",AHSS
COALESCE/2024/2715,Collaborative Alliances for Societal Challenges (COALESCE),,,Connie Healy,https://orcid.org/0000000215339192,University of Galway,https://ror.org/03bea9k73,Research Ireland,https://ror.org/010t7sr36,"Voice of the Child in Family Law Mediation: Overcoming barriers to ensure Participation as a right, not a privilege (VOCAL)",01/09/2024,01/09/2026,"€174,569.60",STEM
COALESCE/2024/2788,Collaborative Alliances for Societal Challenges (COALESCE),,,Rachel Farrell,https://orcid.org/0000-0001-5828-7938,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,SECURE: Strengthening Education for Cybersecurity: Uniting Resilience and Expertise,01/09/2024,01/09/2026,"€176,000.00",AHSS
COALESCE/2024/3349,Collaborative Alliances for Societal Challenges (COALESCE),,,Gordon Ó Riain,https://orcid.org/0000-0002-2088-5980,University of Limerick (UL),https://ror.org/00a0n9e72,Research Ireland,https://ror.org/010t7sr36,Networks of Early Medieval/Modern and Ancient Irish Narratives (NEMAIN),01/09/2024,30/06/2027,"€175,995.20",STEM
COALESCE/2024/3386,Collaborative Alliances for Societal Challenges (COALESCE),,,Patrick Redmond,https://orcid.org/0000-0002-3929-2018,RCSI University of Medicine and Health Science (RCSI),https://ror.org/01hxy9878,Research Ireland,https://ror.org/010t7sr36,Enhancing Early Lung Cancer Diagnosis in South Africa: A Community-Centred Approach,01/09/2024,01/09/2027,"€279,712.00",AHSS
COALESCE/2024/3521,Collaborative Alliances for Societal Challenges (COALESCE),,,Andrea Mulligan,https://orcid.org/0000-0002-9160-4875,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Research Ireland,https://ror.org/010t7sr36,The CONTENT Study - Consent for Medically Indicated Interventions in Childbirth,01/01/2025,01/01/2027,"€175,991.20",STEM
COALESCE/2024/3528,Collaborative Alliances for Societal Challenges (COALESCE),,,Helen Lewis,https://orcid.org/0000-0001-5255-074X,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,The Irish Palaeolithic: reconstructing human-animal adaptability and sustainability in changing ancient climates and ecosystems (PALAEO-IRELAND),01/09/2024,01/09/2026,"€174,429.60",STEM
COALESCE/2024/3531,Collaborative Alliances for Societal Challenges (COALESCE),,,Neil Carlin,https://orcid.org/0000-0002-0847-1945,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,Radiocarbon Ireland: Making chronological datasets FAIR for the future,01/01/2025,30/06/2027,"€175,998.40",AHSS
COALESCE/2024/3557,Collaborative Alliances for Societal Challenges (COALESCE),,,Anna Donnla O'Hagan,https://orcid.org/0000-0001-7509-8960,Dublin City University (DCU),https://ror.org/04a1a1e81,Research Ireland,https://ror.org/010t7sr36,Mental Health Help-Seeking in Irish Farm Families,01/10/2024,01/10/2026,"€175,572.00",STEM
COALESCE/2024/3568,Collaborative Alliances for Societal Challenges (COALESCE),,,Trish Morgan,https://orcid.org/0000-0003-0409-3112,Dublin City University (DCU),https://ror.org/04a1a1e81,Research Ireland,https://ror.org/010t7sr36,SEED: Sensory Experiences of Environmental Data,01/09/2024,01/09/2026,"€175,432.00",STEM
COALESCE/2024/3613,Collaborative Alliances for Societal Challenges (COALESCE),,,Jessica Smyth,https://orcid.org/0000000181241444,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,"First Harvests: untangling climate, chronology and cereal cultivation in Later Neolithic Ireland 3600-2500 BC",01/09/2024,01/09/2026,"€174,390.40",AHSS
COALESCE/2024/3683,Collaborative Alliances for Societal Challenges (COALESCE),,,Jakub Gajewski,https://orcid.org/0000000304406051,RCSI University of Medicine and Health Science (RCSI),https://ror.org/01hxy9878,Research Ireland,https://ror.org/010t7sr36,The Akazi 2 Project,01/09/2024,01/09/2027,"€279,992.00",AHSS
COALESCE/2024/3684,Collaborative Alliances for Societal Challenges (COALESCE),,,Susan Curran,https://orcid.org/0000-0003-4455-0306,The Discovery Programme,https://ror.org/02vtemz45,Research Ireland,https://ror.org/010t7sr36,"Tara by Name, Tara by Nature? Exploring the archaeological connections between Ireland's temair places.",01/09/2024,01/09/2026,"€175,727.20",AHSS
COALESCE/2024/3725,Collaborative Alliances for Societal Challenges (COALESCE),,,Aidan O'Sullivan,https://orcid.org/000000029066311X,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,Early Medieval People and Things (EMPAT),01/09/2024,01/09/2026,"€175,634.40",AHSS
COALESCE/2024/3903,Collaborative Alliances for Societal Challenges (COALESCE),,,Hamsa Venkatakrishnan,https://orcid.org/0000000264531623,Dublin City University (DCU),https://ror.org/04a1a1e81,Research Ireland,https://ror.org/010t7sr36,Hybrid Maths Knowledge for Teaching (MKT) development in South Africa,01/09/2024,01/09/2027,"€278,029.60",AHSS
COALESCE/2024/404,Collaborative Alliances for Societal Challenges (COALESCE),,,James Cross,https://orcid.org/0000000180421099,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,The SDG_EU Project: Tracking the influence of sustainable development goals on legislative negotiations in the European Union using precision and ambiguity,01/09/2024,01/09/2026,"€175,908.80",AHSS
COALESCE/2024/4053,Collaborative Alliances for Societal Challenges (COALESCE),,,Özgür Bayram,https://orcid.org/0000-0002-0283-5322,Maynooth University (MU),https://ror.org/048nfjm95,Research Ireland,https://ror.org/010t7sr36,Ireland-Vietnam Partnership: Transforming Coffee Industry Waste into Sustainable Mycoprotein for Circular Economic Growth and a Better Environment,01/09/2024,01/09/2027,"€253,524.00",STEM
COALESCE/2024/4143,Collaborative Alliances for Societal Challenges (COALESCE),,,Enda Donlon,https://orcid.org/0000-0003-2817-9033,Dublin City University (DCU),https://ror.org/04a1a1e81,Research Ireland,https://ror.org/010t7sr36,DIVeRSITE: Developing Inclusive practice through Virtual Reality Simulations in Initial Teacher Education,01/09/2024,01/09/2026,"€107,712.00",AHSS
COALESCE/2024/4179,Collaborative Alliances for Societal Challenges (COALESCE),,,Una Murray,https://orcid.org/0000-0002-1038-0313,University of Galway,https://ror.org/03bea9k73,Research Ireland,https://ror.org/010t7sr36,"Navigating Human Displacement: Climate, Conflict, Green Skills, and Climate Finance Pathways in Ethiopia. NaHuDi",01/09/2024,01/09/2027,"€279,810.40",AHSS
COALESCE/2025/4644,Collaborative Alliances for Societal Challenges (COALESCE),,,Huanhuan Xiong,https://orcid.org/0000-0002-1809-0388,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,"GATES - Global AI Governance, Trust, and Ethics for Sustainable Health",01/03/2026,28/02/2028,"€175,970.00",STEM
COALESCE/2025/4713,Collaborative Alliances for Societal Challenges (COALESCE),,,Jason Power,https://orcid.org/0000000290827380,University of Limerick (UL),https://ror.org/00a0n9e72,Research Ireland,https://ror.org/010t7sr36,Artificial Intelligence and Dropout: A national model leveraging big data in tertiary STEM,01/10/2025,30/09/2027,"€175,983.00",STEM
COALESCE/2025/4757,Collaborative Alliances for Societal Challenges (COALESCE),,,Salem Gharbia,https://orcid.org/0000-0003-2130-1841,Atlantic Technological University (ATU),https://ror.org/0458dap48,Research Ireland,https://ror.org/010t7sr36,Natural Extractives from Invasive Species for Biobased Solutions (NEIS-Bio),01/10/2025,30/09/2027,"€188,357.00",STEM
COALESCE/2025/4892,Collaborative Alliances for Societal Challenges (COALESCE),,,James Cuffe,https://orcid.org/0000-0002-4344-8505,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,Teasa – Techno-Anthropology of Heat in Social Housing Retrofits,01/10/2025,30/09/2027,"€176,278.00",STEM
COALESCE/2025/5330,Collaborative Alliances for Societal Challenges (COALESCE),,,Aisling Tuite,https://orcid.org/0000000171415850,South East Technological University (SETU),https://ror.org/03fgx6868,Research Ireland,https://ror.org/010t7sr36,A career life-course analysis of women science graduates: Investigating the dynamics of career longevity and embedded skills in the pharmaceutical industry,01/03/2026,28/02/2028,"€176,300.00",AHSS
COALESCE/2025/5439,Collaborative Alliances for Societal Challenges (COALESCE),,,Sulagna Maitra,https://orcid.org/0000-0002-7815-0493,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,Harm2Healing: Transforming Survivor Centred GBV Response Using Human Centred AI Agents,01/10/2025,30/09/2027,"€176,485.00",AHSS
COALESCE/2025/5951,Collaborative Alliances for Societal Challenges (COALESCE),,,Máire Ní Ríordáin,https://orcid.org/0000-0002-6434-9899,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,ABACUS: Analysing the Bilingual Advantage in mathematical Cognition – exploiting the UnSeen.,01/03/2026,28/02/2028,"€176,317.00",AHSS
COALESCE/2025/6127,Collaborative Alliances for Societal Challenges (COALESCE),,,Valesca Lima,https://orcid.org/0000-0003-0370-0857,Dublin City University (DCU),https://ror.org/04a1a1e81,Research Ireland,https://ror.org/010t7sr36,Transforming Housing Policy and Democratic Governance through Responsive and Innovative Information Processing  (THRIVE),01/10/2025,30/09/2027,"€176,386.49",AHSS
COALESCE/2025/6236,Collaborative Alliances for Societal Challenges (COALESCE),,,Marie Ryan,https://orcid.org/0000-0003-3111-7060,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,RADIUS: Regional Analytics for Digital Inclusion and Urban Sustainability,01/03/2026,28/02/2028,"€176,767.00",AHSS
COALESCE/2025/6374,Collaborative Alliances for Societal Challenges (COALESCE),,,Frank Doyle,https://orcid.org/0000-0002-3785-7433,RCSI University of Medicine and Health Science (RCSI),https://ror.org/01hxy9878,Research Ireland,https://ror.org/010t7sr36,RENOVATE healthcare: Relative EffectiveNess Of aVailable heAlth inTerventions for dEpression,01/10/2025,30/09/2027,"€176,351.00",STEM
COALESCE/2025/6551,Collaborative Alliances for Societal Challenges (COALESCE),,,Sarah-Anne Buckley,https://orcid.org/0000-0003-2267-6004,University of Galway,https://ror.org/03bea9k73,Research Ireland,https://ror.org/010t7sr36,Mapping Galway’s Institutional Past through Connection and Co-Creation with Survivors and those Affected,01/03/2026,28/02/2028,"€176,384.50",AHSS
COALESCE/2025/6878,Collaborative Alliances for Societal Challenges (COALESCE),,,Jenny Roth,https://orcid.org/0000000180475740,University of Limerick (UL),https://ror.org/00a0n9e72,Research Ireland,https://ror.org/010t7sr36,Evaluation of Comprehensive Alcohol Warning Measures in Ireland,01/10/2025,30/09/2027,"€175,474.27",STEM
COALESCE/2025/6949,Collaborative Alliances for Societal Challenges (COALESCE),,,Claire Hamilton,https://orcid.org/0000000283079855,Maynooth University (MU),https://ror.org/048nfjm95,Research Ireland,https://ror.org/010t7sr36,FEELING POLITICAL: A comparative investigation of the emotional politics of populist discourse on security,01/10/2025,30/09/2027,"€174,840.60",AHSS
COALESCE/2025/6957,Collaborative Alliances for Societal Challenges (COALESCE),,,Kate Falconer,https://orcid.org/0000000166184293,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,Making Body Disposal in Ireland Environmentally and Socially Sustainable: A Multi-Input Review ('BoDIESS'),01/10/2025,30/09/2027,"€176,439.20",AHSS
COALESCE/2025/6965,Collaborative Alliances for Societal Challenges (COALESCE),,,Fiona Murphy,https://orcid.org/0000-0001-9479-3184,Dublin City University (DCU),https://ror.org/04a1a1e81,Research Ireland,https://ror.org/010t7sr36,Bridging Landscapes: A Design Justice Approach to Nature-Based Solutions in Dingle and Balbriggan,01/10/2025,30/09/2027,"€176,011.00",STEM
COALESCE/2025/6976,Collaborative Alliances for Societal Challenges (COALESCE),,,Jesse Peterson,https://orcid.org/0000-0002-0634-8839,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,From artificial to “living” seawalls: Investigating how sustainable coastal infrastructures contribute to multispecies society,01/10/2025,30/09/2027,"€176,653.26",AHSS
COALESCE/2025/7110,Collaborative Alliances for Societal Challenges (COALESCE),,,Úna Bhreathnach,https://orcid.org/0000-0002-6427-2633,Dublin City University (DCU),https://ror.org/04a1a1e81,Research Ireland,https://ror.org/010t7sr36,Canúint.ie,01/10/2025,30/09/2027,"€176,400.00",AHSS
COALESCE/2025/7121,Collaborative Alliances for Societal Challenges (COALESCE),,,James O’Sullivan,https://orcid.org/0000000242149933,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,Minimal Curation: Minimal Computing for Sustainable Digital Sociocultural Heritage,01/10/2025,30/09/2027,"€176,549.00",AHSS
COALESCE/2025/7176,Collaborative Alliances for Societal Challenges (COALESCE),,,Roja Fazaeli,https://orcid.org/0000-0002-1060-7231,University of Galway,https://ror.org/03bea9k73,Research Ireland,https://ror.org/010t7sr36,"Faith-Inclusive and Culturally Competent Responses to Domestic, Sexual, and Gender-Based Violence (DSGBV): Addressing Systemic Barriers for Muslim Women in Ireland (FATIHA)",01/10/2025,30/09/2027,"€190,187.38",AHSS
COALESCE/2025/7179,Collaborative Alliances for Societal Challenges (COALESCE),,,Sinead Monaghan,https://orcid.org/0000000254094175,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Research Ireland,https://ror.org/010t7sr36,"MAMMI and the workplace: Enhancing female equity, parental resilience, and maternal health in the workplace",01/03/2026,28/02/2028,"€176,297.06",AHSS
COALESCE/2025/7183,Collaborative Alliances for Societal Challenges (COALESCE),,,Susan Leahy,https://orcid.org/0000-0002-5834-5939,University of Limerick (UL),https://ror.org/00a0n9e72,Research Ireland,https://ror.org/010t7sr36,Lived Realities: Victim-Survivors’ Experiences of Irish Sexual Offence Trials,01/10/2025,30/09/2027,"€192,349.81",AHSS
COALESCE/2025/7222,Collaborative Alliances for Societal Challenges (COALESCE),,,Lydia Bracken,https://orcid.org/0000-0002-3478-0960,University of Limerick (UL),https://ror.org/00a0n9e72,Research Ireland,https://ror.org/010t7sr36,LGBTQI+ parent families’ experiences of accessing reproductive and maternity care in Ireland: Aligning Law and Reality (FAMILY),01/03/2026,28/09/2028,"€172,372.90",AHSS
COALESCE/2025/7226,Collaborative Alliances for Societal Challenges (COALESCE),,,Jeremy Auerbach,https://orcid.org/0000-0003-0061-7943,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,Delivery Riders Experimental Laboratory for Health,01/03/2026,28/02/2028,"€181,468.00",AHSS
COALESCE/2025/7252,Collaborative Alliances for Societal Challenges (COALESCE),,,Mastoureh Fathi,https://orcid.org/0000-0002-7292-4187,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,"Migrants’ Digital Spaces (MIGDIS): technology-assisted analysis of home, border and belonging",01/10/2025,30/09/2027,"€176,232.00",AHSS
DARIAH/2024/001,Digital Research Infrastructure for the Arts and Humanities (DARIAH),,,Jennifer Edmond,https://orcid.org/0000-0001-9991-1637,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Research Ireland,https://ror.org/010t7sr36,National Coordinator and National Coordinating Institution for DARIAH Ireland,01/09/2024,31/08/2028,"€338,400.00",AHSS
25/DP/13724,Discover Programme,,,Caroline Gilleran Stephens,https://orcid.org/0000-0002-1851-8786,Dundalk Institute of Technology (DkIT),https://ror.org/01800zd49,Research Ireland,https://ror.org/010t7sr36,H2O Heroes,01/01/2026,31/12/2027,"€298,099.46",STEM
25/DP/13734,Discover Programme,,,Dea Birkett,,Circus250 Productions,,Research Ireland,https://ror.org/010t7sr36,Circus Science By The Sea On Tour,01/01/2026,31/12/2026,"€38,925.00",STEM
25/DP/13739,Discover Programme,,,Sara Farrona,https://orcid.org/0000-0002-6855-2237,University of Galway,https://ror.org/03bea9k73,Research Ireland,https://ror.org/010t7sr36,The Seed Pop! kit – breeding talent and sustainability,01/01/2026,31/12/2026,"€59,711.00",STEM
25/DP/13742,Discover Programme,,,John O'Donoghue,https://orcid.org/0000-0002-6130-9293,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Research Ireland,https://ror.org/010t7sr36,The Chemistry Toolbox,01/01/2026,31/12/2027,"€299,747.00",STEM
25/DP/13754,Discover Programme,,,Fintan Hegarty,,University of Galway,https://ror.org/03bea9k73,Research Ireland,https://ror.org/010t7sr36,Advancing STEM and Irish,01/01/2026,31/12/2027,"€268,597.93",STEM
25/DP/13760,Discover Programme,,,Mary Murphy,https://orcid.org/0000-0002-3922-0209,Stop.watch Television Ltd,,Research Ireland,https://ror.org/010t7sr36,Let's Find Out - to the Rescue!,01/01/2026,31/12/2027,"€297,104.00",STEM
25/DP/13761,Discover Programme,,,Paul Stynes,https://orcid.org/0000-0002-4725-5698,National College of Ireland (NCI),https://ror.org/02qzs9336,Research Ireland,https://ror.org/010t7sr36,"STEM for All: Multiple Inclusive STEM Engagements for Families, Communities",01/01/2026,31/12/2026,"€60,000.00",STEM
25/DP/13815,Discover Programme,,,Maeve Liston,,Mary Immaculate College,https://ror.org/009q3yg92,Research Ireland,https://ror.org/010t7sr36,CRAFT Maker Space at Mary Immaculate College Limerick,01/01/2026,31/12/2027,"€329,590.90",STEM
25/DP/13826,Discover Programme,,,Marianne Checkley,https://orcid.org/0000-0001-6997-985X,Kinia,,Research Ireland,https://ror.org/010t7sr36,Renewable Energy Generation Hydrogen,01/01/2026,31/12/2027,"€293,566.00",STEM
25/DP/13827,Discover Programme,,,Linda Biesty,,University of Galway,https://ror.org/03bea9k73,Research Ireland,https://ror.org/010t7sr36,START to Discover: Fuelling curiosity with trials and scientist interaction,01/01/2026,31/12/2027,"€299,504.79",STEM
25/DP/13835,Discover Programme,,,Zerrin Doganca Kucuk,,Maynooth University (MU),https://ror.org/048nfjm95,Research Ireland,https://ror.org/010t7sr36,WILDCITY: Wildlife Inquiry & Learning for Discovery in Cities Involving Teens&Youth,01/01/2026,31/12/2027,"€180,056.63",STEM
25/DP/13839,Discover Programme,,,Ann Butler,,Junior Achievement Ire Ltd,https://ror.org/043d97677,Research Ireland,https://ror.org/010t7sr36,Energize,01/01/2026,31/12/2027,"€190,432.50",STEM
25/DP/13843,Discover Programme,,,Conor Cahalane,https://orcid.org/0000-0003-1657-5688,Maynooth University (MU),https://ror.org/048nfjm95,Research Ireland,https://ror.org/010t7sr36,"5*S: Space, Surveyors and Students - Phase 3",01/01/2026,31/12/2027,"€229,766.55",STEM
25/DP/13855,Discover Programme,,,Ann Butler,,Junior Achievement Ire Ltd,https://ror.org/043d97677,Research Ireland,https://ror.org/010t7sr36,Sustain_Ability,01/01/2026,31/12/2027,"€205,027.50",STEM
25/DP/13860,Discover Programme,,,Enda O'Connell,https://orcid.org/0000-0001-7441-0262,University of Galway,https://ror.org/03bea9k73,Research Ireland,https://ror.org/010t7sr36,ReelLIFE SCIENCE Video Competition,01/01/2026,31/12/2026,"€60,000.00",STEM
25/DP/13868,Discover Programme,,,Maria Isabel Meza Silva,,Maynooth University (MU),https://ror.org/048nfjm95,Research Ireland,https://ror.org/010t7sr36,STEM Passport for Inclusion - Breaking Barriers,01/01/2026,31/12/2026,"€68,484.00",STEM
25/DP/13872,Discover Programme,,,Nigel Flegg,https://orcid.org/0000-0002-3663-8749,The National Concert Hall,,Research Ireland,https://ror.org/010t7sr36,Quavers to Quadratics: Music and Science,01/01/2026,31/12/2026,"€56,130.00",STEM
25/DP/13876,Discover Programme,,,Stephen Gammell,,Dublin City University (DCU),https://ror.org/04a1a1e81,Research Ireland,https://ror.org/010t7sr36,ClimateTalk: Empowering the next generation to find their voice,01/01/2026,31/12/2026,"€68,984.00",STEM
25/DP/13890,Discover Programme,,,James Egan,,South East Technological University (SETU),https://ror.org/03fgx6868,Research Ireland,https://ror.org/010t7sr36,Cyber Schools Initiative,01/01/2026,31/12/2026,"€60,000.00",STEM
25/DP/13894,Discover Programme,,,Dawid Maszkiewicz,,Irish Computer Society,,Research Ireland,https://ror.org/010t7sr36,BEACONS - Bebras for Engagement and Advancement of Computational reasoning Skills,01/01/2026,31/12/2027,"€289,868.79",STEM
25/DP/13899,Discover Programme,,,Barbara Doyle Prestwich,https://orcid.org/0000-0003-3357-1750,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,SmartRoots: Engaging Communities with AI-Driven Sustainable Urban Farming,01/01/2026,31/12/2026,"€68,917.20",STEM
25/DP/13900,Discover Programme,,,Maria McNamara,https://orcid.org/0000-0003-0968-4624,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,Ireland's Secret Past - Unlocking our Fossil Heritage,01/01/2026,31/12/2027,"€327,998.57",STEM
25/DP/13903,Discover Programme,,,David McKeown,https://orcid.org/0000-0002-8941-6517,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,"Dublin Maker - Invent, Inspire, Include",01/01/2026,31/12/2027,"€330,000.00",STEM
25/DP/13905,Discover Programme,,,Rachel Farrell,,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,Cyber Citizens: A National Initiative for Digital Resilience & Cyber Literacy,01/01/2026,31/12/2027,"€299,867.00",STEM
25/DP/13943,Discover Programme,,,Tamara Wierks,,Irish Manufacturing Research (IMR),,Research Ireland,https://ror.org/010t7sr36,Taiscéalaí 3.0: A National Digital Resource for STEM and Sustainability,01/01/2026,31/12/2027,"€205,729.33",STEM
25/DP/13945,Discover Programme,,,Maria Prencipe,https://orcid.org/0000-0002-8864-1560,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,Behind Walls: Cross-Community Art-Science Fusion to Increase Cancer Awareness,01/01/2026,31/12/2026,"€145,065.90",STEM
25/DP/13946,Discover Programme,,,Pamela O'Brien,https://orcid.org/0000-0002-6399-3906,Technological University of the Shannon (TUS),https://ror.org/04efm0253,Research Ireland,https://ror.org/010t7sr36,Exploring the Sustainable Development Goals through Coding,01/01/2026,31/12/2027,"€300,000.00",STEM
25/DP/13952,Discover Programme,,,Susan Adams,,Education for Sustainability,,Research Ireland,https://ror.org/010t7sr36,CLOuD (Climate Literacy Outreach inclUsion & Diversity) 2030,01/01/2026,31/12/2027,"€120,000.00",STEM
25/DP/13958,Discover Programme,,,Fergal Malone,https://orcid.org/0009-0003-4313-4594,RCSI University of Medicine and Health Science (RCSI),https://ror.org/01hxy9878,Research Ireland,https://ror.org/010t7sr36,Debunking The Myths: The Science Behind Our Sexual Health,01/01/2026,31/12/2027,"€297,781.13",STEM
25/DP/13966,Discover Programme,,,Amanda Mathieson,https://orcid.org/0000-0003-2712-8867,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Research Ireland,https://ror.org/010t7sr36,"Crisis 2050: A sustainability themed, role-playing game for post-primary students.",01/01/2026,31/12/2026,"€62,250.00",STEM
25/DP/13968,Discover Programme,,,Alison Boyle,,RCSI University of Medicine and Health Science (RCSI),https://ror.org/01hxy9878,Research Ireland,https://ror.org/010t7sr36,Healthy Culture - RCSI Gallery Lates Pilot,01/01/2026,31/12/2026,"€34,610.00",STEM
25/DP/13993,Discover Programme,,,Bridget Flanagan,,Dublin City University (DCU),https://ror.org/04a1a1e81,Research Ireland,https://ror.org/010t7sr36,"Discover, Grow, Fly. Supporting Early STEM with Irish Girl Guides",01/01/2026,31/12/2026,"€47,635.00",STEM
23/SW/11595 Yr3,Discover Programme,Science Week Festival,,Jackie Gorman,https://orcid.org/0000-0002-8091-2565,Atlantic Corridor,,Research Ireland,https://ror.org/010t7sr36,Midland Science Festival – Year 3,01/09/2025,31/12/2025,"€50,000.00",STEM
24/SW/12484 Yr2,Discover Programme,Science Week Event,,Eoin Gill,https://orcid.org/0000-0002-8373-6894,South East Technological University (SETU),https://ror.org/03fgx6868,Research Ireland,https://ror.org/010t7sr36,Wexford Science Festival – Year 2,01/09/2025,31/12/2025,"€50,000.00",STEM
24/SW/12329 Yr2,Discover Programme,Science Week Event,,Sheila Donegan,https://orcid.org/0000-0003-3815-2467,South East Technological University (SETU),https://ror.org/03fgx6868,Research Ireland,https://ror.org/010t7sr36,South-East Science Festival – Year 2,01/09/2025,31/12/2025,"€50,000.00",STEM
24/SW/12431 Yr2,Discover Programme,Science Week Festival,,Maeve Liston,,Mary Immaculate College,https://ror.org/009q3yg92,Research Ireland,https://ror.org/010t7sr36,Tipperary Festival of Science – Year 2,01/09/2025,31/12/2025,"€50,000.00",STEM
24/SW/12422 Yr2,Discover Programme,Science Week Festival,,Joseph Walsh,https://orcid.org/0000-0002-6756-3700,Munster Technological University (MTU),https://ror.org/013xpqh61,Research Ireland,https://ror.org/010t7sr36,Kerry Science Festival,01/09/2025,31/12/2025,"€36,000.00",STEM
24/SW/12477 Yr2,Discover Programme,Science Week Festival,,Karen McCague,https://orcid.org/0000-0001-5265-3060,Monaghan County Council,https://ror.org/04mfdcn64,Research Ireland,https://ror.org/010t7sr36,Cavan Monaghan Science Festival – Year 2,01/09/2025,31/12/2025,"€50,000.00",STEM
23/SW/11607 Yr3,Discover Programme,Science Week Festival,,Eamon Laird,,Atlantic Technological University (ATU),https://ror.org/0458dap48,Research Ireland,https://ror.org/010t7sr36,Sligo Science Festival – Year 3,01/09/2025,31/12/2025,"€50,000.00",STEM
24/SW/12455 Yr2,Discover Programme,Science Week Festival,,Sarah Hayes,https://orcid.org/0000-0002-8209-4340,University of Limerick (UL),https://ror.org/00a0n9e72,Research Ireland,https://ror.org/010t7sr36,Limerick Festival of Science –Year 2,01/09/2025,31/12/2025,"€50,000.00",STEM
24/SW/12366 Yr2,Discover Programme,Science Week Festival,,Nollaig Healy,,South East Technological University (SETU),https://ror.org/03fgx6868,Research Ireland,https://ror.org/010t7sr36,Kilkenny Science Festival – Year 2,01/09/2025,31/12/2025,"€50,000.00",STEM
25/RTE/09,Discover Programme,,,Adrian Lynch,,RTE,https://ror.org/00an0vn46,Research Ireland,https://ror.org/010t7sr36,Research Ireland/RTE Joint Programming Initiative,03/11/2025,02/11/2026,"€650,000.00",STEM
